"text","label"
"a car e11 dealer e12 attaches a license e21 plate e22 to a minivan sold at a eugene dealership","6"
"i picked up the latest issue of woman world magazine a few days ago because it had a head line about the effect of e11 safflower e12 on e21 belly fat e22","0"
"real - world e11 truths e12 were imported into the fictional e21 world e22","7"
"bella strings is a professional string e11 ensemble e12 of passionate e21 musicians e22 performing in the greater orlando area and across central florida","16"
"the collapsing funnel compressed to a fraction of its extended size and the e11 unit e12 was moved to a kitchen e21 drawer e22","7"
"the new armored e11 casemate e12 fitted on the hull enclosed a 15 cm e21 howitzer e22","18"
"the electrical connector e11 assembly e12 is further comprising a circulating e21 pipe e22 for providing the airflow passage by the mini - motor to at least one of the clearance and the gap","12"
"apparently beyond the e11 damage e12 caused by the smoke and the e21 water e22 the structure of the store itself it was not overly damaged","10"
"a local e11 man e12 put up a e21 monument e22 at the site and in 1997 a community group put up a welcoming sign for visitors","4"
"individuals with this change or with similar mutations in the ush2a gene develop moderate to severe hearing loss and retinitis pigmentosa a e11 disorder e12 that results in e21 loss e22 of vision","9"
"rare e11 crabs e12 have arrived into the historical e21 archives e22","7"
"the guardianship lay in the hands of his pious mother the empress agnes until april 1063 however when a e11 faction e12 of e21 conspirators e22 led by archbishop anno ii of cologne abducted the young king who tried to safe himself by jumping into the rhine","16"
"at 5 55pm the e11 government e12 issues a e21 statement e22 saying a ministry of defence official has come forward and admitted meeting bbc defence correspondent andrew gilligan on may 22","4"
"your e11 cat e12 uses these e21 whiskers e22 to judge the size of an opening","12"
"barber olympic bobsleigh e11 plans e12 go into e21 meltdown e22","0"
"the e11 sword e12 appears in the photograph with the e21 hilt e22 at 10 o clock and the blade tip at 5 o clock","12"
"yet in judd e11 stack e12 of galvanized - iron e21 boxes e22 all of the units are identical ; they are set on the wall and separated so that none is subordinated to another weight and also so that the space around them plays a role in the work equivalent to theirs ; and their regular climb - - each of the twelve boxes is nine inches high and they rest nine inches apart - - suggests an infinitely extensible series denying the possibility of a crowning summit","16"
"today e11 statement e12 by the e21 chancellor e22 was a responsible one","3"
"under - keel clearances in the panama canal pc and the sls were calculated for ship transits by comparison of elevations of the e11 ship e12 e21 keel e22 and channel bottom","12"
"a food e11 memoir e12 written by a e21 commentator e22 on race and politics - it does not sound that appetising","3"
"a system for attaining an impedance match uses an e11 array e12 of collinear e21 dipoles e22","16"
"this reconstruction involved track removals conversion of each deck lower and upper to one - way motor vehicle traffic and the lowering of the lower e11 deck e12 of the e21 bridge e22 by 16 inches through the yerba buena tunnel","11"
"with a concert coming up in only 4 hours you are working feverishly to perfect the tune of the e11 piano e12 e21 strings e22","12"
"although there was ammunition scattered over the apartment the e11 gun e12 itself was locked in a e21 safe e22 and not loaded","17"
"the e11 shaving cream e12 was contained in a e21 box e22 with plywood sides and plastic faces","17"
"there is an urgent need for a e11 fraternity e12 of various e21 sections e22 of the people to fight for the rights of the tribals and against the increasing atrocities on them","16"
"albion students took the e11 sled dogs e12 into the canadian e21 wilds e22","7"
"sky cops is a british reality tv e11 show e12 revealing the e21 work e22 of the air police","1"
"whitaker had what it took to play the terrifying ugandan dictator - but the other e11 man e12 convinced him with his e21 passion e22 for the part","0"
"the biggest news at the festival was not my receiving the prestigious aleksandar lifka award for cinematography but that the first screening was held of a e11 movie e12 made entirely by a e21 monkey e22","3"
"the indians drink so much e11 maize e12 e21 liquor e22 that it makes them drunk","14"
"a new e11 documentary e12 investigates the short e21 career e22 of gm electric vehicle the ev1","1"
"the e11 burglar e12 forgot to log out before leaving the home with two diamond e21 rings e22","0"
"the germanic e11 migrations e12 of the fifth century were triggered by the e21 destruction e22 of the gothic kingdoms by the huns in 372 - 375","10"
"brown and white butterflies flip - flopped over a e11 stand e12 of e21 fireweed e22","16"
"the e11 country e12 is sinking into e21 turmoil e22","0"
"this established his reputation as a e11 road e12 e21 builder e22 as other engineers had believed it could not be done","3"
"in the run - up to this match a new e11 war e12 of words has erupted on the e21 internet e22 in yet another twist to the long - simmering saga","0"
"senior e11 bondholders e12 who drafted the reorganization e21 plan e22 for bankrupt six flags revealed their investments","4"
"a low temperature superconducting e11 magnet e12 has been delivered to ad astra houston e21 facility e22","7"
"the e11 package e12 includes the bbc fight for life e21 series e22 of videos which chronicles the difficulties experienced in the lives of women giving birth in developing countries","12"
"fuji electric has developed a quick battery e11 charger e12 that copes with the regulations using a choke input e21 system e22","12"
"specifications of electric e11 heater e12 e21 thermostats e22 include temperature ranging from 50 degrees f to 80 degrees f current ranging from 19 a to 22 a voltage ranging from 120 v to 277 v","12"
"it was an elegant book that treats the e11 painter e12 life and e21 works e22 with reverence","4"
"the purpose of this e11 thesis research e12 was to examine e21 social structure e22 culture and gender as potential sources of variation in the seriousness of punishment recommended for everyday acts of wrongdoing","0"
"their e11 songs e12 are about e21 sex e22 drugs drinking fighting and rock roll","1"
"another e11 celebrity e12 has bailed out of the costa rican jungle e21 set e22 of i am a celebrity get me out of here !","13"
"we dissolved the contents of one packet in a e11 carafe e12 of e21 water e22 and ran the brew cycle","18"
"on entering the water the esprit is wheels turned inwards to reveal four lateral fins and a e11 periscope e12 popped out of the e21 roof e22","13"
"the complement e11 system e12 is important as part of the body e21 defense mechanism e22 against infection fig 8 2","11"
"these are just some of the e11 questions e12 tackled in the e21 exhibition e22","2"
"the reference e11 signal e12 was generated from an auxiliary e21 photomultiplier e22 rca 1p28 with a quantum counter","10"
"rodrigues who is also the governor of punjab has been accused by the e11 congress e12 of various murky e21 deals e22 worth billions of rupees","0"
"as evidenced from the detailed histories and clinicopathological summaries insome reports there is a e11 body e12 of e21 pathologists e22 who are committed to performing at a high level and answering all the questions raised by a death","16"
"the e11 sink e12 was in the e21 desk e22 and i had to wedge myself into the bathroom","11"
"the e11 professor e12 was released from the e21 dungeon e22 right in front of my eyes","13"
"a little ringed plover flew over the water at the bottom of the e11 colony e12 of e21 vultures e22","16"
"the electromagnetic em e11 radiation e12 from the e21 sun e22 arrives mostly in the form of visible and infrared wavelengths","10"
"the juice passes through the tiny e11 holes e12 in a strainer e21 basket e22 and is collected in a container at the bottom","11"
"as a form the e11 oratorio e12 originated in seventeenth e21 century e22","13"
"a lamp holder e11 structure e12 of the present invention is comprised of : a cup - shaped e21 base e22 ; a circuit board and two elastic conducting devices mounted inside the cup - shaped base ; and at least one light - emitting device mounted on the circuit board","12"
"some e11 charts e12 are specific to a particular e21 musical genre e22 and most to a particular geographical location","1"
"the e11 fight scenes e12 were barely described in the e21 script e22","2"
"just like consulting a cookbook starting out by using a e11 recipe e12 from a e21 book e22 or website is great","13"
"e11 tree e12 e21 roots e22 that grow on the surface are difficult to mow or walk over and can effect the growth and health of nearby grass and groundcovers","12"
"the red indicator e11 light e12 on my e21 telephone e22 continues to blink after i have checked and emptied my mailbox","11"
"the e11 pseudolesion e12 was caused by e21 drainage e22 of the paraumbilical vein","10"
"the young man e11 cocktail e12 flew into the running ceiling e21 fan e22","7"
"a e11 giraffe e12 e21 tongue e22 is purplish - black and can extend almost twenty inches","12"
"the e11 owner e12 uses your e21 information e22 solely in order to process your credit card payment","6"
"then after that the e11 angels e12 chopped him into millions of e21 pieces e22 but still he glittered and hummed","4"
"heart e11 blood vessels e12 blood are parts of the e21 circulatory system e22","11"
"user - edited article about salmonellosis the e11 infection e12 caused by salmonella e21 bacteria e22 leading to diarrhea fever vomiting and abdominal cramps","10"
"this paper presents the results of a survey of the building e11 damage e12 caused by the ash fall from the cataclysmic e21 eruption e22 of mount pinatubo","10"
"at the entrance to the e11 farm e12 is the e21 gardenhouse e22 the heart of the community supported garden at genesis farm","12"
"the major e11 population e12 constitutes of e21 farmers e22 and agriculture related business men and merchants","16"
"a new computer aimed at people aged over 60 aims to inspire a whole new e11 wave e12 of silver e21 surfers e22","16"
"the 18 - year - old apparently took her life with her father service e11 gun e12 which was locked in a e21 safe box e22","17"
"streema is an online e11 radio e12 e21 tuner e22 to listen discover and share radios with your friends","0"
"the e11 companies e12 have gone into e21 liquidation e22","0"
"investigations had indicated the e11 fire e12 started from the e21 airconditioners e22 because on arrival that was the area engulfed","0"
"there is a certain dissonance among the e11 essays e12 collected in this e21 volume e22","15"
"the e11 welcome speech e12 of the e21 conference e22 was referred by the president of vse prof ing richard hindls csc","11"
"the e11 plane e12 went away from the e21 runway e22 and burst into flames","13"
"the e11 castle e12 has two big concentric e21 towers e22 corresponding to a three - story building with two smaller towers at its exterior angles","12"
"the e11 earthquake e12 caused the e21 failures e22 of the electric power system the water supply system the sewer system the telephone and telegraph systems","9"
"the e11 guy e12 put up a e21 fight e22 so the mugger takes out a gun and shoots him point blank","9"
"these are vampire e11 novels e12 with little blood shed and a strong moral message written by a e21 woman e22 with a robust mormon faith who does not like horror books","3"
"a man living nearby brought a lantern and i found the e11 rope e12 of the horse e21 halter e22 tied tightly round the waist of the almost naked body of a boy","11"
"they are hedging bets on hosting the terror e11 scum e12 of different e21 tripes e22","0"
"it is the oil that allows the e11 radicalisation e12 e21 machine e22 many cogs to turn","0"
"the e11 humanity e12 has migrated into e21 space e22 to settle in an outer solar system","7"
"unlike most fall days now few bird watchers were present to witness the spectacular e11 stream e12 of migrating e21 hawks e22 passing over","16"
"a third e11 book e12 was requested by the e21 editor e22 e l doctorow but he changed jobs before the manuscript was completed","0"
"in a moment more the crowd began to gush forth from the e11 doors e12 of the e21 church e22","11"
"it is notable because it was the first nationwide e11 law e12 dealing with runaway e21 slaves e22 under the 1787 constitution","1"
"e11 boils e12 or furuncles are caused by staphylococcal bacterial e21 infections e22 of the hair follicles","10"
"this e11 method e12 increases the ship efficiency through drag e21 reduction e22 while also protecting the ocean from biocides that may leak","12"
"typically the maximum heat generated from 24 fuel e11 assemblies e12 stored in a e21 cask e22 is less than that given off by a typical home heating system in an hour","17"
"the safety control e11 system e12 of the cooperative e21 robot e22 has size limitations and all power is derived from onboard batteries","11"
"the e11 village e12 also appears in numerous e21 paintings e22","2"
"the e11 painter e12 e21 tape e22 has to be removed","6"
"my concern is that the skin around my eyes extending to my e11 cheek e12 e21 bone e22 and on the lids are wrinkled - profoundly so","12"
"the e11 perpetrators e12 carried out the karachi blast through a planted e21 bomb e22","6"
"other e11 stations e12 and cable channels have spawned imitation e21 shows e22","0"
"another mathematical system e11 description e12 is presented in the next e21 section e22","2"
"causing many night - glowing rubies to be strung on red silken thread he put the e11 necklaces e12 in the e21 cradle e22","7"
"i am the coin - operated machine supplier a k a the e11 coin e12 e21 operator e22","0"
"the e11 base e12 of the shrine encloses a lone datura e21 seedpod e22","18"
"the e11 ship e12 is arriving into the e21 port e22 now","7"
"cervical e11 cancer e12 is caused by e21 infection e22 with the human papillomavirus hpv and is one of the most common cancers in women in developing countries","10"
"a gingerbread house e11 creation e12 by the culinary art e21 students e22 of wake tech was auctioned off at the umstead hotel in cary","3"
"the e11 property e12 comprises of three e21 bedrooms e22 kitchen lounge diner and both a shower room and bathroom","12"
"the company shipped the e11 cargo e12 to the e21 factory e22 in china","7"
"the e11 stomach e12 contained a small amount of bile - stained e21 acid fluid e22","18"
"notwithstanding problems associated with screening many of those e11 cancers e12 were caused by e21 radiation exposures e22 shortly after the accident","10"
"one of my girlfriends ordered the lomo de puerco which was their pork chop in some e11 guava e12 e21 sauce e22","14"
"gorgol brought in your e11 cavvy e12 of e21 mounts e22 four days ago took his bag and rode off","16"
"these corporate leaders have inherited woodrow wilson e11 commitment e12 to e21 scholarship e22","0"
"the e11 email marketing e12 is landing into the e21 spam folders e22 decreasing the roi for these programs","7"
"this year nobel laureates in physiology or medicine made the remarkable and unexpected discovery that inflammation in the stomach gastritis as well as ulceration of the stomach or duodenum peptic ulcer disease is the result of an e11 infection e12 of the stomach caused by the e21 bacterium e22 helicobacter pylori","10"
"this e11 theory e12 focuses on e21 computational tasks e22 and considers automated procedures i e computing devices and algorithms that may solve such tasks","1"
"the siding e11 installer e12 erroneously installed the siding with a 6 e21 reveal e22 rather than a 7 reveal as required","0"
"i hold the e11 stocks e12 in an individual e21 retirement account e22","17"
"as usual an e11 asterisk e12 denotes a censored e21 observation e22","0"
"there he received food lodging often sleeping under the e11 counter e12 in the e21 shop e22 itself clothes and instruction in the craft","11"
"a thorough oral examination which includes dental x - rays determines that the e11 toothache e12 is coming from a e21 jaw problem e22","10"
"the collaborative effort helped sa and its associate group baandhani a e11 federation e12 of slum e21 dwellers e22 build strong relationships with the local government","16"
"the movie child e11 star e12 michael stephenson made a e21 documentary e22 about the movie titled best worst movie released to critical success in 2009","4"
"for a mathematician of minkowski stature there was little glory to be had in dotting the i on the e11 theory e12 discovered by a mathematically unsophisticated unknown unchaired e21 youngster e22","3"
"only e11 part e12 of the food energy is passed on to another e21 consumer e22","7"
"also we note the e11 convergence e12 over the lakes caused by the land breeze e21 circulation e22","10"
"we keep the e11 box e12 in a e21 desk drawer e22 and use the removable four - compartment tray to organize cash and valuables","17"
"i did have a mated e11 pair e12 of tiger oscars a mated pair of green terrors and a mated pair of jack dempseys who all have spawned e21 eggs e22 and hatched fry","4"
"a statement of the boards councils committees and other e11 bodies e12 consisting of two or more e21 persons e22 constituted as its part or for the purpose of its advice and as to whether meetings of those boards councils committees and other bodies are open to the public or the minutes of such meetings are accessible for public","16"
"pam court added to the e11 debate e12 pointing out the e21 need e22 for investment in primary care as part of the long term strategy","0"
"our e11 belly e12 e21 button e22 heals over because there is nothing between it and our stomach except a few thin layers of skin","12"
"the e11 holy water e12 was in a e21 bottle e22 container in the form of the virgin mary","17"
"the e11 lid e12 of the pink granite e21 sarcophagus e22 is decorated with isis and nephthys which were meant to serve as guardians over the body","11"
"the e11 relationships e12 are summarised in the e21 table e22 below","2"
"ji - sung finds jae - young but the e11 striker e12 blasts over the bar with only the e21 keeper e22 to beat","0"
"a e11 doctor e12 uses e21 x - rays e22 for radiographic diagnostic purposes","6"
"magnetic nanoworms and nanocrystals deliver the e11 amino acid e12 to the e21 tumors e22","7"
"on a gorgeous autumn morning the e11 amble e12 of e21 walkers e22 snaked down terrace road to the main entrance on the great eastern highway","16"
"its ignominious failure scattering a e11 bridge e12 of e21 admirals e22 sent to supervise its testing became proverbial even inspiring an episode of dad army","16"
"the severe e11 recession e12 triggered by the global e21 crisis e22 has bottomed out thanks in part to a rebound in exports although production remains the same","10"
"one of the most memorable e11 pinots e12 came from a tiny boutique swiss e21 producer e22","4"
"someone with a sense of humour decided to help a e11 lodge e12 of e21 beavers e22 in neighbouring renfrew organize their own campaign","16"
"he noticed a speck of blood on the man thumb and what he thought were several corresponding drops on the driver e11 door e12 of the e21 truck e22","11"
"a photo of a e11 paddle wheel e12 e21 boat e22 on the mississippi river at new orleans","11"
"as the plan became a reality schwartz inventoried all the existing e11 merchandise e12 in the e21 shop e22 and prepared an excel spreadsheet to track sales","17"
"french people find truffles by taking a e11 drift e12 of e21 hogs e22 into the oak forests to locate and dig for them","16"
"recently a e11 statue e12 of welles by his faithful e21 friend e22 was unveiled in split croatia","3"
"it was a stinker of a day and we were accompanied by a bothersome e11 business e12 of e21 flies e22","16"
"in the 1998 crisis capital e11 flight e12 caused a e21 crisis e22 on the currency markets as the removal of funds from russia necessarily entailed the conversion of rubles to dollars","9"
"i used to get terrible e11 headaches e12 from sinus and e21 infections e22 that resulted in taking antibiotics a few times a year","10"
"profit centres are points in the structure where the e11 manager e12 uses e21 resources e22 in order to achieve profitability targets","6"
"the other group name a e11 rabble e12 of e21 butterflies e22 is a bit more obscure","16"
"the first e11 door e12 inside the e21 bathroom e22 is a linen cupboard","11"
"the gourmet e11 cuisine e12 seen throughout the film was prepared by e21 chefs e22 from the food network","3"
"the e11 parents e12 of the american student said in a e21 statement e22 that they would immediately begin the process of appealing against her guilty verdict","4"
"the anoxidized e11 servewear e12 went into the e21 dishwasher e22","7"
"specially designed lampposts are spaced along the e11 curbs e12 of the e21 roadway e22","0"
"this remarkable research e11 ship e12 is vertically sinking into the deep e21 ocean e22","7"
"to prevent rust etc the e11 slug e12 c is enclosed in a e21 glass envelope e22 before being sealed into the tap","7"
"this attachment has a taper shank which is inserted in the e11 spindle e12 of the e21 machine e22","11"
"the e11 grief e12 from e21 infertility e22 is at times so overwhelming that no one person can provide all the comfort and support that his or her partner needs","10"
"most of these e11 films e12 were tackling e21 world issues e22 or had a socio - political background","1"
"becker castillo 1990 compared the root systems of three species of shrub or treelet with saplings of three tree e11 species e12 in the e21 forest e22 on barro colorado","0"
"the antioxidant e11 therapy e12 was comprised of e21 vitamin e22 e vitamin c beta carotene and selenium","12"
"unwrapped is a television e11 program e12 on food network that reveals the e21 origins e22 of foods","1"
"self - educated malawi e11 boy e12 builds windmills out of e21 junk e22","6"
"after my arrival a e11 flight e12 of seven van e21 aircrafts e22 came in together","16"
"the e11 coils e12 were inserted radially into the stator open e21 slots e22","7"
"monilia candida or yeast e11 infections e12 are caused by various species of e21 candida e22 especially candida albicans and are very common in babies and young children","10"
"i pressed my nose against a e11 bottle e12 full of e21 snakes e22 fermenting in their frozen grimaces","18"
"the elderly found it hard to cope with the high heat - humidity which often causes nausea and e11 dizziness e12 from exhaustion and e21 dehydration e22","10"
"the government and some private companies hold stakes in this e11 export e12 e21 company e22","0"
"the e11 cowboy e12 swiftly adjusted the halter with a e21 turn e22 of chain between the jaws","0"
"metastases from the ovary and the uterus are seen in the e11 skin e12 of the lower e21 abdomen e22 the groin or the upper thigh","11"
"when they stood he held out to them an endless scroll filled with a e11 maze e12 of e21 letters e22 words the very stories they had been listening to","0"
"america allows the media to manipulate society as easy a e11 puppeteer e12 manipulates a e21 puppet e22","6"
"the strange e11 query e12 was coming from a 28 - year - old african - american starbucks e21 manager e22 named crystal thompson","3"
"this painting depicts a swooping falcon with its claws bared pursuing a e11 host e12 of nine e21 sparrows e22 in frightened flight the two forming an energetic arc enriched by the lifted right wing of the falcon and the panicked sparrows dispersed in all directions","16"
"a e11 golden retriever e12 was in a e21 crate e22 in the back of the vehicle when it was stolen","17"
"shortly after the injection the e11 melatonin e12 was released into the e21 bloodstream e22","7"
"the e11 boy e12 pulls the rope with a e21 force e22 of 10 0 n ; and the sled moves with constant velocity","6"
"in any forest the e11 carbon e12 is stored in the e21 plants e22 and trees","11"
"taking advantage of your seasonal obligation to buy stuff for people the music e11 industry e12 unleashes its annual torrent of giftable e21 crap e22","4"
"the e11 curvature e12 of the piece was originally from a small e21 bowl e22 or cup","0"
"at first instance this e11 convention e12 was concerned with e21 prevention e22 reduction and control of pollution","1"
"at police headquarters the e11 list e12 of hidden initials was forgotten locked in a e21 safe e22 in the office of the squad boss","17"
"the first e11 wine e12 was pressed from cape e21 grapes e22 on february 2 1659","13"
"e11 solutions e12 involving e21 legislation e22 technical innovation and international cooperation have been examined","0"
"the e11 letter e12 described the most common e21 symptoms e22 of breast colorectal lung prostate and skin cancers","1"
"the scientist enclosed a liquid e11 material e12 in a e21 vial e22 in three steps","7"
"previous to and after the first dragon encounter i had recall of several conversations with a e11 fraternity e12 of different e21 presences e22","16"
"the working party e11 conclusions e12 were set out in a e21 document e22 dated june 1951","2"
"a e11 deputy e12 from albania ruling e21 party e22 assaulted a balkan insight editor when he was grilled over a fake law degree","15"
"slighted authors submitted their books via write - in but it was an unlikely cover that took home first prize a e11 creation e12 by a e21 designer e22 named doogie horner","3"
"i was walking on a beach today and found a plastic e11 bottle e12 with e21 paper e22 in it","18"
"a e11 router e12 manipulates a packet header e21 information e22 to influence the packet direction","6"
"the e11 earthquake e12 caused a massive e21 avalanche e22 on the northern slope of mount huascar","9"
"the e11 plant e12 builds two toyota models the corolla sedan and tacoma pickup truck and a small crossover e21 vehicle e22 for g m","4"
"the attitude of the allies changed with receipt of the very detailed vrba - wetzler e11 report e12 compiled by two jewish e21 prisoners e22","3"
"they calculated the exit positions of the backscattered e11 electrons e12 from a single - scattering e21 approach e22","0"
"he walked me over to an immense e11 pile e12 of e21 rocks e22 - - someone had broken down a stone wall - - and told me to move them to the back of the church courtyard across the street","16"
"an 1833 e11 letter e12 detailed a e21 dinner e22 that began with a very rich soup and continued with a saddle of mutton","1"
"there are several scripts to shut down windows hibernate or put the e11 computer e12 to e21 sleep e22","0"
"the e11 president e12 of the e21 university e22 of the philippines is elected for a single six - year term by the university twelve - member board of regents","0"
"the jfk baggage system e11 malfunction e12 caused e21 delays e22 for some flights and caused some passengers to simply travel without their things","9"
"the e11 plane e12 took off from an e21 airfield e22 a mile away from where it crashed","13"
"the e11 wings e12 of a e21 bat e22 are made of bones like those bones in our arms and hands","11"
"small e11 particles e12 grime and dirt cause friction and microscopic e21 scratches e22 that over time destroy the performance of equipment","9"
"when the e11 patriarch e12 abram left his native e21 land e22 god made him a tremendous promise","13"
"he resisted the urge to yank open at least a few bottles of 1787 chateau lafitte as it was then spelled and enjoy them with a brace of partridges or an e11 ascension e12 of e21 larks e22 or whatever the french were eating at the time","16"
"when a e11 tsunami e12 is generated by a strong offshore e21 earthquake e22 its first waves would reach the outer coast minutes after the ground stops shaking","10"
"e11 apricot e12 e21 marmalade e22 is delicious on toast first thing in the morning or on piping hot dinner biscuits","14"
"e11 cats e12 on the other hand retract their e21 claws e22 when they walk or run","12"
"he claimed to have witnessed terrible abuses in iraq as a e11 corporal e12 in the e21 army e22","15"
"he had been as concerned about the 400 e11 people e12 who had left the e21 ship e22 as about those who remained aboard","13"
"molten e11 globules e12 have moved into e21 action e22","0"
"a deposit ages soil formation e11 weathering e12 diagenetic processes and earthquake shaking lead to consolidation and e21 cementation e22 of the sediment","9"
"there were two smiling and waving individuals hanging under the e11 bun e12 in a wicker e21 basket e22 equipped with the big bunsen burner","0"
"a great ensemble e11 cast e12 of likeable young e21 actors e22 makes this a joy to watch","16"
"this experimental e11 piece e12 explored the e21 use e22 of indigenous medicinal plants by modern urban cultures","1"
"the fermented cashew e11 nut e12 e21 flour e22 has the highest energy values while the boiled sample has the least","14"
"the e11 present e12 is constructed from the e21 past e22","13"
"my vegetable garden was destroyed by a e11 labor e12 of e21 moles e22","16"
"when the e11 hobo e12 leaves the next e21 morning e22 dick notices that on the gate is a picture of a knife","0"
"a convicted e11 murderer e12 who escaped from an open e21 prison e22 has been found dead in a west african holiday resort it was revealed today","13"
"cn railway e11 labour dispute e12 goes into e21 arbitration e22","7"
"this science - fiction thriller by a seattle author is the story of jane charlotte a young e11 woman e12 who tells her increasingly surreal e21 tale e22 of murder kidnapping and an evil tribe of bad monkeys who are trying to control her actions to a skeptical psychiatrist","4"
"this e11 paper e12 surveys the e21 behaviour e22 of the industry from its origins to the present in a perspective informed by current developments","1"
"the e11 computer e12 was inside a water - proof e21 box e22","17"
"another good salad calls for a e11 cupful e12 of e21 shrimps e22 cut in small pieces ; half a cupful of celery hearts diced small and seasoning of pepper and salt","0"
"the e11 hall e12 has a e21 lift e22 and full access for the disabled","12"
"games are not the only geeky point of reference for the e11 designer e12 new e21 line e22","4"
"a little later the e11 audiophile e12 descended from the e21 forest e22 to announce cables could improve the sound of a hi fi system","13"
"the human e11 body e12 uses e21 oxygen e22 in order to transform glucose into energy","6"
"during play i ingested a large e11 sloth e12 of gummi e21 bears e22 in my efforts to help ward off a potential jon lee 10 - 0 train","16"
"the cheering and e11 screaming e12 after the e21 victory e22 had hardly died down when marilyn kelly proclaimed party at my house !","10"
"you counted almost thirty - three honorable punches and kicks thrown in this clip of little kid e11 screaming e12 after the terrible e21 fight e22","10"
"manuel neves the spouse of idalina is a e11 mason e12 who did work on the shopping e21 plazas e22 and at botti maple avenue residence","4"
"when the e11 professor e12 was released from medical e21 care e22 he was able to fly home on a commercial flight but required being accompanied by a medical assistant","13"
"old kook makes super strong e11 shoe e12 e21 laces e22 designed especially for skateboarding","12"
"the blind e11 woman e12 took the e21 taxi e22 driver to the equality tribunal","0"
"poor umpiring pushed the e11 test e12 into e21 controversy e22","0"
"the e11 spam e12 already travels into the e21 mail server e22","7"
"each side of the e11 clock e12 has a e21 button e22 that when pressed starts the other team timer running","12"
"a large e11 detachment e12 of soviet e21 partisans e22 was beginning operations in the area and so the upa company was forced right from the start to make manoeuvres in order to avoid a confrontation with the soviets","16"
"mdi e11 implants e12 were placed into the e21 jawbone e22","7"
"there is several bulk sms software and the popular ones can be purchased online after making the e11 payment e12 through secured payment e21 gateway e22","0"
"an unexploded e11 bomb e12 was discovered inside a powdered milk e21 can e22 two months ago","17"
"this is a disturbing e11 remark e12 from the e21 author e22 which indicates just how arrogant and distant the police have become","3"
"other e11 countries e12 are also sinking into e21 recession e22","0"
"e11 lesions e12 restricted to the rear portion of the medial part of the precentral gyrus caused a contralateral predominantly distal e21 leg weakness e22","9"
"a e11 battery e12 of e21 barracudas e22 relies on ambush","16"
"one of the largest internet piracy rings in the world has been shut down in a police e11 operation e12 that resulted in the e21 arrest e22 of 181 people","9"
"devices like that led to the company being converted to a e11 producer e12 of strategic e21 materials e22 for the axis powers during world war ii","4"
"the e11 programme e12 began with the e21 welcome speech e22 of the organisation president mahabubul haider and was presided over by kranti adviser dilip","12"
"the taste however is mild and like e11 rice e12 e21 liquor e22 gone right","14"
"anyway when he read that stacey had spent the night beneath the e11 stare e12 of more than 30 e21 owls e22 his interest was piqued","16"
"these e11 conditions e12 have relation to such matters as the e21 magnitude e22 and importance of the company","0"
"i have removed the e11 bubbles e12 into the glass e21 tubes e22","7"
"the e11 entertainer e12 defaced the soundman vehicle with an ice e21 pick e22","6"
"jisc has recently released preliminary e11 results e12 of one of the largest e21 investigations e22 ever undertaken into the usage of e - books by students","2"
"the cfa program e11 curriculum e12 is shipped to the e21 people e22","7"
"the e11 fortress e12 has two layers of e21 walls e22 - the outer wall with the fortress gates and the inner wall protecting the keep","12"
"it is a straightforward e11 beef e12 e21 stew e22 to which all sorts of root veg can be added","14"
"of course the e11 film e12 also takes into account the e21 social factors e22","1"
"the e11 officer e12 merely calibrates the unit with a tuning e21 fork e22 then points it at a moving object which can be moving either toward or away from the gun","6"
"dod usaf afrcc initiated federal sar response activities for e11 incidents e12 that result in aeronautical e21 distress e22","9"
"the e11 approximation e12 is derived from an e21 assumption e22 that a is constant along the radial positions in the tube","13"
"pavlov - like looking at the picture aids let - down the e11 release e12 of milk normally triggered by the e21 presence e22 of the baby its touch its cry","10"
"a declarative sentence or e11 declaration e12 the most common type commonly makes a e21 statement e22","0"
"workers at a devon hospital are due to strike on 5 january for two days in a e11 dispute e12 over sick e21 pay e22","0"
"the molotov cocktail is a e11 bottle e12 with e21 gasoline e22 in it that has a damp cloth in the top that acts as a wick","18"
"e11 brake e12 e21 cable e22 anchor bolts are the most important fasteners on a bicycle","12"
"the e11 winery e12 includes e21 gardens e22","12"
"he use the e11 thumb e12 of the e21 hand e22 holding the head to pull down the lower eye lid to create a pouch","11"
"e11 readers e12 focus on the e21 content e22 rather than struggling to see the words","0"
"the e11 inspiration e12 for the multi - touch technology came from a decidedly non - digital e21 event e22","10"
"the e11 outer ear e12 also includes the e21 ear canal e22 where wax is produced","12"
"scratch the e11 stem e12 of this e21 tree e22 and a spicy - sweet aroma is revealed","11"
"public e11 debate e12 swirls over the e21 purpose e22 and goals of science","1"
"it was like playing e11 people e12 from outer e21 space e22","13"
"a man picked us up at an airport on the west coast a short time ago and on the floor of his car was a e11 bottle e12 with e21 liquid e22 in it","18"
"the victim slipped off the gangway while attempting to close the e11 lid e12 of the e21 tank e22 trailer","0"
"a e11 diffusion e12 driven desalination e21 process e22 is driven by water vapor saturating low humidity air","5"
"our e11 dinner e12 was delivered from the local e21 village e22","13"
"the company dragged the e11 reducers e12 into the hydrocarbon transportation e21 system e22","7"
"after his alarm began to sound and the e11 suspects e12 had left the e21 house e22 he went to the front door","13"
"it is coming along really well ; i have got a base e11 version e12 with e21 diffing e22 in it released in less than a couple of weeks","12"
"insulin is a simple e11 protein e12 normally produced by the e21 pancreas e22","3"
